roll,pitch,yaw,ax,ay,az,gx,gy,gz
-64,-8,19,0.03,-0.98,-0.31,-12.39,-4.21,4.21
-68,-17,19,0.04,-0.97,-0.31,-12.39,-3.91,4.39
-71,-22,19,0.05,-0.98,-0.3,-11.47,-3.72,4.82
-73,-25,19,0.05,-0.98,-0.29,-10.07,-3.91,5.13
-75,-27,19,0.04,-0.98,-0.29,-8.91,-4.03,5.37
-77,-28,19,0.05,-0.97,-0.28,-8,-3.54,4.82
-78,-29,18,0.05,-0.97,-0.28,-7.51,-2.69,4.64
-79,-31,18,0.04,-0.97,-0.27,-7.75,-2.38,4.03
-80,-32,18,0.04,-0.96,-0.27,-8.06,-1.95,3.3
-81,-34,18,0.06,-0.95,-0.28,-8.42,-1.46,2.93
-83,-37,18,0.05,-0.95,-0.29,-7.69,-1.59,2.75
-84,-43,18,0.05,-0.95,-0.27,-5.8,-2.01,2.62
