roll,pitch,yaw,ax,ay,az,gx,gy,gz
86,-71,-15,0.09,0.9,-0.22,-7.45,3.91,4.27
86,-71,-15,0.1,0.94,-0.28,-10.25,3.54,4.82
86,-71,-15,0.1,0.94,-0.28,-10.44,0.49,4.88
86,-71,-15,0.11,0.97,-0.32,-10.44,-0.06,5.62
86,-71,-15,0.11,0.98,-0.33,-9.52,0.12,6.35
85,-71,-15,0.1,0.96,-0.33,-9.52,0.12,6.35
85,-71,-15,0.09,0.98,-0.31,-9.16,-0.18,6.35
85,-71,-15,0.1,0.97,-0.29,-9.4,0,6.77
85,-71,-15,0.1,0.96,-0.27,-8.48,-1.04,7.45
85,-71,-15,0.09,0.95,-0.26,-9.09,-0.92,8.06
85,-71,-15,0.1,0.94,-0.28,-10.13,-1.22,8.67
85,-71,-15,0.09,0.94,-0.28,-11.41,-1.59,9.46
85,-71,-15,0.09,0.96,-0.3,-12.21,-1.4,10.5
85,-71,-16,0.1,0.92,-0.32,-11.11,-1.71,11.6
85,-72,-16,0.1,0.89,-0.31,-10.19,-1.83,13.06
85,-72,-16,0.08,0.93,-0.29,-12.27,-0.67,14.89
85,-72,-16,0.07,0.94,-0.28,-13.79,0.18,15.93
85,-72,-16,0.06,0.96,-0.27,-13.06,-0.61,16.36
85,-72,-16,0.05,0.96,-0.28,-14.34,-0.49,16.3
85,-72,-16,0.06,0.94,-0.28,-13.18,0.24,16.42
85,-72,-16,0.06,0.92,-0.27,-13.37,1.1,16.78
85,-72,-16,0.04,0.93,-0.28,-14.53,2.32,17.58
85,-72,-16,0.04,0.95,-0.28,-15.69,3.05,17.58
85,-72,-16,0.05,0.94,-0.28,-15.93,4.7,18.07
85,-72,-16,0.05,0.92,-0.29,-16.24,6.23,18.43
85,-73,-16,0.04,0.9,-0.29,-17.4,7.57,18.92
85,-73,-16,0.03,0.91,-0.3,-19.59,8.61,19.04
86,-73,-17,0.03,0.92,-0.29,-20.87,10.31,19.71
86,-73,-17,0.02,0.93,-0.3,-22.64,11.29,20.08
86,-74,-17,0.02,0.9,-0.33,-23.07,12.21,20.81
86,-74,-17,0.01,0.9,-0.35,-23.25,12.15,21
86,-74,-17,0,0.94,-0.35,-25.02,12.33,21.06
86,-74,-17,-0.01,0.93,-0.36,-25.15,11.96,20.87
86,-74,-17,-0.04,0.95,-0.34,-24.54,12.27,19.96
86,-74,-17,0.02,0.9,-0.36,-24.72,13.18,19.41
86,-74,-17,0.02,0.9,-0.36,-23.32,14.04,21.24
86,-74,-17,0.05,0.84,-0.4,-23.62,14.28,24.48
86,-74,-17,0,0.89,-0.41,-25.45,14.65,25.63
86,-74,-18,0,0.94,-0.37,-25.45,14.65,25.63
86,-74,-18,0,0.95,-0.38,-25.94,15.75,25.76
86,-74,-18,0.01,0.92,-0.4,-25.02,16.6,26.55
86,-74,-18,-0.01,0.91,-0.42,-23.44,14.28,27.34
86,-74,-18,-0.02,0.92,-0.39,-23.19,12.76,27.65
86,-74,-19,-0.01,0.9,-0.37,-23.86,14.22,28.26
86,-74,-19,-0.02,0.88,-0.37,-25.45,14.95,28.5
86,-74,-20,-0.03,0.9,-0.39,-28.63,15.99,28.81
86,-74,-20,-0.02,0.92,-0.39,-29.97,15.63,29.24
86,-74,-21,-0.02,0.91,-0.39,-30.88,15.81,29.36
86,-74,-22,-0.03,0.89,-0.4,-30.46,16.36,29.79
86,-74,-22,-0.04,0.92,-0.39,-31.49,15.69,30.58
86,-74,-22,-0.02,0.91,-0.38,-33.39,15.99,31.25
86,-74,-22,-0.05,0.89,-0.38,-34,15.69,31.92
86,-73,-22,-0.03,0.94,-0.4,-37.17,16.3,32.53
43,-55,-23,-0.05,0.92,-0.43,-39.55,14.71,33.02
22,-43,-23,-0.05,0.91,-0.43,-40.04,14.1,33.02
12,-36,-23,-0.07,0.94,-0.47,-42.11,14.4,33.57
6,-30,-23,-0.08,0.9,-0.49,-41.56,12.08,34.91
3,-27,-23,-0.1,0.89,-0.51,-42.54,11.11,34.61
1,-25,-23,-0.13,0.89,-0.53,-42.3,8.36,34.85
0,-24,-23,-0.13,0.88,-0.57,-41.32,4.94,35.03
-1,-23,-23,-0.15,0.85,-0.57,-37.23,0.61,36.13
-2,-22,-23,-0.14,0.83,-0.6,-33.39,-1.71,35.71
-2,-21,-23,-0.15,0.85,-0.63,-30.09,-3.91,36.68
-3,-20,-23,-0.19,0.83,-0.64,-24.54,-7.57,37.05
-4,-18,-23,-0.19,0.81,-0.63,-19.78,-9.52,35.28
-4,-17,-23,-0.19,0.83,-0.62,-17.46,-9.52,32.41
-5,-15,-23,-0.17,0.87,-0.61,-16.66,-6.59,32.65
-6,-11,-23,-0.16,0.84,-0.57,-15.99,-3.11,33.75
-8,-7,-23,-0.18,0.89,-0.63,-19.29,-0.73,33.45
-11,-2,-24,-0.17,0.89,-0.62,-15.5,-0.61,32.47
-14,4,-24,-0.2,0.88,-0.58,-10.8,-2.44,32.1
-18,7,-25,-0.23,0.82,-0.59,-9.22,-0.18,30.88
-21,10,-25,-0.22,0.82,-0.58,-9.34,4.64,28.14
-24,11,-26,-0.22,0.84,-0.58,-10.99,9.83,26.49
-25,13,-26,-0.23,0.85,-0.6,-11.66,14.1,25.7
-26,14,-28,-0.24,0.9,-0.6,-10.44,19.17,25.82
-27,15,-30,-0.24,0.89,-0.64,-8.61,22.95,25.57
-28,16,-31,-0.23,0.89,-0.63,-3.3,21.67,24.78
-30,17,-32,-0.22,0.85,-0.64,-2.87,24.05,23.56
-32,20,-32,-0.23,0.86,-0.64,-3.3,28.56,24.54
-40,27,-32,-0.25,0.87,-0.67,2.08,28.93,24.72
-50,35,-33,-0.26,0.9,-0.65,7.45,28.99,27.1
-57,41,-33,-0.25,0.93,-0.69,9.09,29.24,29.85
-61,46,-33,-0.27,0.97,-0.72,5.31,34.42,33.94
-64,48,-33,-0.23,0.91,-0.78,4.33,39.67,36.13
-64,50,-33,-0.31,0.81,-0.75,11.78,38.94,37.17
-64,51,-33,-0.4,0.82,-0.8,8.12,46.45,37.84
-64,51,-33,-0.38,0.83,-0.84,1.65,58.65,37.05
-64,52,-33,-0.34,0.82,-0.83,-2.56,69.46,37.11
-64,52,-33,-0.33,0.81,-0.84,-9.4,76.48,38.21
-64,52,-33,-0.36,0.78,-0.85,-15.26,81.42,38.94
-64,52,-33,-0.34,0.8,-0.86,-20.69,85.08,37.23
-64,53,-34,-0.34,0.83,-0.77,-21,87.46,32.65
-64,53,-34,-0.38,0.86,-0.73,-20.51,92.96,30.09
-64,53,-34,-0.42,0.88,-0.7,-24.17,102.91,31.8
-64,53,-34,-0.39,0.88,-0.65,-24.48,113.59,31.56
-65,53,-34,-0.36,0.9,-0.65,-23.38,118.84,29.3
-65,53,-34,-0.42,0.96,-0.65,-24.48,118.77,28.75
-65,53,-34,-0.38,1.01,-0.65,-23.56,121.34,30.94
-66,53,-34,-0.38,1.04,-0.69,-21.36,123.54,34.3
-66,53,-34,-0.39,1.05,-0.67,-15.81,121.46,36.32
-66,53,-34,-0.39,1.04,-0.69,-10.07,111.08,38.21
-66,54,-34,-0.36,1,-0.68,-5.37,96.8,42.24
-66,54,-34,-0.36,1.01,-0.69,-3.6,84.29,45.53
-66,55,-34,-0.38,1.02,-0.66,0.79,80.02,46.81
-66,55,-34,-0.39,1.02,-0.59,11.35,80.38,48.89
-66,55,-34,-0.41,1.03,-0.59,17.58,83.37,49.8
-66,55,-33,-0.41,1.03,-0.59,22.22,84.78,51.03
-67,55,-33,-0.46,1.02,-0.58,27.77,83.5,53.77
-67,55,-33,-0.48,1.03,-0.55,27.77,83.5,53.77
-67,55,-33,-0.47,0.94,-0.52,29.36,85.75,55.85
-67,55,-33,-0.49,0.95,-0.49,29.91,84.47,60.3
-67,55,-33,-0.51,1.02,-0.51,27.1,82.28,63.54
-66,55,-33,-0.53,1.07,-0.52,29.72,79.53,67.87
-66,55,-33,-0.54,1.07,-0.52,35.52,74.83,71.9
-66,55,-33,-0.57,1.02,-0.52,40.41,71.41,75.56
-66,55,-32,-0.56,0.96,-0.46,44.74,66.59,78.74
-66,55,-32,-0.57,0.91,-0.38,45.65,61.46,81.85
-66,55,-32,-0.57,0.88,-0.33,45.9,57.8,85.39
-66,55,-32,-0.62,0.86,-0.29,47.24,54.2,88.07
-66,54,-32,-0.69,0.81,-0.27,50.11,53.65,90.88
-66,54,-32,-0.73,0.75,-0.23,51.45,55.6,93.2
-66,54,-32,-0.76,0.71,-0.2,50.42,59.02,94.18
-66,54,-31,-0.72,0.67,-0.19,47.67,64.39,94.6
-66,54,-31,-0.73,0.64,-0.21,43.95,68.97,96.07
-66,54,-31,-0.69,0.62,-0.24,41.02,72.27,95.76
-66,54,-31,-0.66,0.61,-0.29,38.76,76.97,95.21
-66,54,-31,-0.64,0.6,-0.35,36.87,78.31,94.42
-66,54,-31,-0.64,0.59,-0.39,35.58,75.68,93.69
-66,54,-31,-0.65,0.57,-0.38,34.36,73.18,91.92
-65,54,-31,-0.69,0.5,-0.33,34,71.29,91.74
-65,54,-31,-0.71,0.5,-0.38,31.31,68.54,90.21
-65,54,-31,-0.65,0.45,-0.35,29.91,67.87,88.01
-64,53,-31,-0.65,0.41,-0.34,28.87,64.03,86.73
-64,53,-31,-0.67,0.39,-0.27,26.43,60.97,86.18
-64,53,-31,-0.68,0.36,-0.23,24.35,59.45,85.39
-64,52,-31,-0.72,0.32,-0.21,21.73,61.34,84.11
-64,52,-31,-0.72,0.27,-0.14,19.23,60.91,81.48
-64,52,-31,-0.7,0.22,-0.13,11.78,60.97,78.19
-64,52,-31,-0.69,0.24,-0.15,1.77,61.71,75.01
-63,52,-31,-0.69,0.23,-0.14,-4.94,61.71,71.78
-63,52,-31,-0.73,0.25,-0.1,-10.31,61.83,69.4
-63,52,-31,-0.74,0.24,-0.11,-19.29,63.11,66.59
-63,51,-31,-0.74,0.24,-0.11,-25.7,60.91,63.17
-63,51,-31,-0.73,0.26,-0.1,-31.68,58.29,60.97
-62,51,-31,-0.76,0.28,-0.07,-34.85,54.2,59.02
-61,50,-31,-0.76,0.3,-0.03,-37.23,51.03,56.4
-58,49,-31,-0.76,0.34,0,-36.74,49.32,54.81
-57,49,-31,-0.77,0.37,0.03,-34.12,47.49,54.44
-57,48,-31,-0.79,0.38,0.07,-34.12,47.49,54.44
-56,48,-31,-0.8,0.38,0.12,-32.41,45.72,54.2
-56,48,-31,-0.81,0.41,0.14,-31.68,44.13,53.53
-56,48,-31,-0.81,0.42,0.14,-31.31,41.81,51.88
-55,47,-31,-0.81,0.4,0.15,-28.75,40.16,50.72
-55,47,-31,-0.8,0.38,0.15,-24.41,38.94,50.54
-54,47,-31,-0.81,0.37,0.14,-21,37.84,50.84
-53,47,-31,-0.82,0.34,0.12,-17.88,37.23,50.78
-51,46,-30,-0.84,0.32,0.13,-15.32,37.05,50.48
-50,44,-30,-0.84,0.3,0.13,-14.47,36.5,49.87
-49,41,-30,-0.83,0.29,0.16,-15.32,35.89,48.34
-49,31,-29,-0.82,0.29,0.15,-16.78,34.61,47.18
-49,18,-28,-0.85,0.29,0.14,-17.76,32.29,46.33
-48,10,-27,-0.84,0.3,0.14,-17.58,29.72,45.35
-48,6,-26,-0.85,0.31,0.14,-16.48,27.16,44.19
-47,3,-25,-0.84,0.32,0.13,-15.5,24.6,42.97
-46,1,-23,-0.83,0.3,0.13,-12.27,21.85,42.18
-44,-1,-21,-0.82,0.3,0.13,-8.85,18.86,42.24
-38,-2,-19,-0.85,0.28,0.14,-5.62,14.71,42.91
-34,-3,-16,-0.88,0.26,0.14,-2.08,7.75,42.6
-33,-4,-14,-0.86,0.26,0.17,-0.12,3.72,42.6
