roll,pitch,yaw,ax,ay,az,gx,gy,gz
-75,73,-43,-0.21,0.72,-0.66,1.28,0.12,1.16
-75,73,-43,-0.21,0.72,-0.66,0.98,0.67,1.16
-75,73,-43,-0.2,0.72,-0.67,0.73,0,1.1
-75,73,-43,-0.2,0.72,-0.67,0.85,-0.55,1.16
-75,73,-43,-0.2,0.71,-0.67,1.04,-1.16,1.1
-75,73,-43,-0.2,0.72,-0.68,0.79,-1.77,0.79
-75,73,-43,-0.19,0.72,-0.67,1.53,-2.26,0.31
-75,73,-43,-0.19,0.72,-0.68,2.32,-2.08,0.49
-75,73,-43,-0.19,0.72,-0.68,2.5,-1.89,0.55
-75,74,-43,-0.19,0.72,-0.68,2.81,-2.14,0.43
-75,74,-43,-0.19,0.72,-0.67,2.75,-2.93,0.43
-75,74,-43,-0.2,0.73,-0.67,2.69,-2.81,0.37
-75,74,-43,-0.2,0.73,-0.67,2.01,-2.62,0.12
-75,74,-43,-0.19,0.74,-0.66,2.01,-2.62,0.12
-75,74,-43,-0.19,0.74,-0.67,1.95,-2.5,0.18
-75,74,-43,-0.19,0.73,-0.68,1.77,-2.75,0.31
-75,74,-43,-0.18,0.73,-0.68,2.01,-2.08,0.49
-76,74,-43,-0.18,0.72,-0.68,2.01,-1.77,0.61
-76,74,-43,-0.19,0.72,-0.68,2.38,-2.5,0.49
-76,74,-43,-0.19,0.73,-0.68,2.5,-3.05,0.24
-76,74,-43,-0.19,0.73,-0.68,2.99,-2.81,0.24
-76,74,-43,-0.18,0.73,-0.68,2.81,-2.2,0.31
-76,75,-43,-0.18,0.74,-0.69,2.93,-1.95,0.43
-76,75,-43,-0.18,0.72,-0.68,2.93,-1.65,0.79
-76,75,-43,-0.19,0.72,-0.67,2.81,-1.59,0.73
-76,75,-43,-0.19,0.73,-0.67,2.75,-1.95,0.43
-76,75,-43,-0.18,0.74,-0.67,3.05,-1.53,0.55
-76,75,-43,-0.18,0.74,-0.68,3.23,-0.98,0.79
-76,75,-43,-0.18,0.72,-0.67,3.3,-0.79,0.73
-76,75,-43,-0.18,0.73,-0.68,3.48,-1.4,0.55
-76,75,-43,-0.18,0.73,-0.68,2.93,-1.71,0.49
-76,75,-43,-0.18,0.73,-0.68,2.5,-1.65,0.31
-76,75,-43,-0.18,0.73,-0.68,2.75,-1.16,0.61
-76,75,-43,-0.19,0.72,-0.68,2.69,-0.79,0.73
-76,75,-43,-0.18,0.73,-0.68,2.99,-0.85,0.73
-76,75,-43,-0.18,0.73,-0.67,2.99,-1.04,0.73
-76,75,-43,-0.18,0.73,-0.68,2.38,-1.46,0.55
-76,75,-43,-0.18,0.73,-0.67,2.44,-1.46,0.37
-76,75,-43,-0.18,0.73,-0.68,2.87,-1.16,0.61
-76,75,-43,-0.18,0.73,-0.67,2.69,-1.1,0.73
-76,75,-43,-0.18,0.73,-0.67,2.87,-1.16,0.49
-76,75,-43,-0.18,0.73,-0.67,2.62,-1.1,0.61
-76,75,-43,-0.18,0.73,-0.67,2.26,-0.85,0.49
-76,75,-43,-0.18,0.73,-0.66,2.38,-0.85,0.55
-76,75,-43,-0.18,0.73,-0.67,2.08,-0.73,0.73
-77,75,-43,-0.18,0.73,-0.67,1.83,-0.61,0.85
-77,75,-43,-0.18,0.73,-0.67,1.28,-0.98,0.92
-77,75,-43,-0.18,0.73,-0.67,0.55,-1.34,0.92
-77,75,-43,-0.18,0.73,-0.67,-0.06,-1.59,0.79
-77,76,-43,-0.17,0.73,-0.68,-0.24,-1.16,0.92
